module	arm	gene	rank	direction	source_dataset_or_table	selection_rule	scoring_rule	source_script	source_script_sha256	version_status	source_sha256
fertile_80	early	GPM6B	13	early	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported early_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	early	REPS2	14	early	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported early_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	early	ZBTB8B	15	early	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported early_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	early	AC242426.2	16	early	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported early_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	early	HEYL	17	early	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported early_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	early	PHACTR3	18	early	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported early_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	early	PLEKHG4B	19	early	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported early_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	early	AC092844.1	20	early	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported early_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	early	NFIA	21	early	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported early_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	early	BAIAP2-DT	22	early	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported early_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	early	LINC01535	23	early	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported early_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	early	GREB1	24	early	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported early_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	early	RGS7BP	25	early	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported early_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	early	ZNF625	26	early	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported early_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	early	AL022151.1	27	early	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported early_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	early	LIPE-AS1	28	early	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported early_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	early	PLPPR5	29	early	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported early_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	early	AC007923.4	30	early	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported early_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	early	EMILIN3	31	early	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported early_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	early	GLYATL2	32	early	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported early_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	early	THNSL1	33	early	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported early_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	early	TMEM144	34	early	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported early_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	early	VLDLR-AS1	35	early	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported early_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	early	AC107068.1	36	early	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported early_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	early	EDN3	37	early	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported early_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	early	SLC35B3	38	early	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported early_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	early	WNK4	39	early	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported early_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	early	AC142472.1	40	early	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported early_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	late	GADD45A	1	late	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported late_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	late	LRP8	2	late	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported late_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	late	SPON1-AS1	3	late	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported late_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	late	HAS3	4	late	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported late_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	late	SLCO4A1	5	late	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported late_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	late	KIAA0930	6	late	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported late_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	late	DPP9	7	late	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported late_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	late	TSPAN8	8	late	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported late_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	late	TCN1	9	late	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported late_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	late	MYH9	10	late	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported late_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	late	SPCS3	11	late	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported late_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	late	GLUD1	12	late	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported late_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	late	AC134312.4	13	late	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported late_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	late	GPX3	14	late	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported late_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	late	RRAS2	15	late	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported late_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	late	ADGRF1	16	late	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported late_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	late	TMED5	17	late	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported late_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
fertile_80	late	ELF4	18	late	analysis/03_rif/round5_maximal/tables/receptivity_signature_genes_round5.csv	round5 exported late_genes column	row-wise z-score; mean(intersect(up, expression rows)) - mean(intersect(down, expression rows)); missing genes excluded	scripts/historical/implantation_failure_atlas_final_isolated.R	c70259c085c93161551cec46dc255e9041e02dce8257570ac544284721685a78	Recovered and version-matched historical membership	e1cd1d6020cc9697bc3be6765f4f6ebd0a6bba5467c5afc25bd4b10fb4bca83f
